make,model,badge,category,displacement_cc,year,power_hp,engine,cooling,gearbox,transmission,dry_weight_kg,seat_height_mm,fuel_capacity_l,wheelbase_mm
Kawasaki,ZRX 1100,,Naked bike,1052,1999,98,In-line four,Liquid,5-speed,Chain,,800,20,1450
Kawasaki,ZRX 1100,,Naked bike,1052,2000,106,In-line four,Liquid,5-speed,Chain,221,800,20,1450
Kawasaki,ZRX 1200,,Naked bike,1164,2001,122,In-line four,,5-speed,Chain,227,790,19,1465
Kawasaki,ZRX 1200,,Naked bike,1164,2002,122,In-line four,Liquid,5-speed,Chain,222,,,
Kawasaki,ZRX 1200,,Naked bike,1164,2004,122,In-line four,Liquid,5-speed,Chain,223,790,19,1460
Kawasaki,ZRX 1200,,Sport,1164,2006,,In-line four,Liquid,5-speed,Chain,223.2,,,1466
Kawasaki,ZRX 1200 R,,Allround,1164,2001,122,In-line four,,5-speed,Chain,227,790,19,1465
Kawasaki,ZRX 1200 R,,Naked bike,1164,2003,120,In-line four,,,,223,790,19,1465
Kawasaki,ZRX 1200 R,,Naked bike,1164,2004,122,In-line four,Liquid,5-speed,Chain,223,790,19,1460
Kawasaki,ZRX 1200 R,,Naked bike,1160,2005,,In-line four,Liquid,5-speed,Chain,223.2,790,20.06,1466
Kawasaki,ZRX 1200 S,,Sport touring,1164,2001,122,In-line four,,5-speed,Chain,227,790,19,1465
Kawasaki,ZRX 1200 S,,Naked bike,1164,2002,122,In-line four,Liquid,5-speed,Chain,227,,,
Kawasaki,ZRX 1200 S,,Allround,1164,2003,120,In-line four,,,,227,790,19,1465
Kawasaki,ZRX 1200 S,,Naked bike,1164,2004,122,In-line four,Liquid,5-speed,Chain,228,790,19,1460
Kawasaki,ZRX 400,,Naked bike,400,1998,,In-line four,Liquid,,,,,,
Kawasaki,ZRX1200 Daeg,,Allround,1164,2011,,In-line four,Liquid,6-speed,Chain,246,790,20,1466
Kawasaki,ZRX1200 Daeg,,Allround,1164,2012,,In-line four,Liquid,6-speed,Chain,246,790,20,1466
Kawasaki,ZRX1200 Daeg,,Allround,1164,2013,108,In-line four,Liquid,6-speed,Chain,246,790,20,1466
Kawasaki,ZRX1200 Daeg,,Allround,1164,2014,110,In-line four,Liquid,6-speed,Chain,246,790,18,1470
Kawasaki,ZRX1200 Daeg,,Allround,1164,2015,110,In-line four,Liquid,6-speed,Chain,246,790,18,1470
Kawasaki,ZRX1200 Daeg,,Allround,1164,2016,110,In-line four,Liquid,6-speed,Chain,246,790,18,1470
Kawasaki,ZRX1200 Daeg,,Allround,1164,2017,110,In-line four,Liquid,6-speed,Chain,246,790,18,1470
Kawasaki,ZRX1200 Daeg Black Limited,,Allround,1164,2014,110,In-line four,Liquid,6-speed,Chain,246,790,18,1470
Kawasaki,ZRX1200 Daeg Black Limited,,Allround,1164,2015,110,In-line four,Liquid,6-speed,Chain,246,790,18,1470
Kawasaki,ZX 6 R,,Sport,599,1995,105,In-line four,Liquid,6-speed,Chain,182,810,,
Kawasaki,ZX 6 R,,Sport,636,2003,117,In-line four,,,,161,825,18,1400
Kawasaki,ZX 6 RR,,Sport,599,2003,111,In-line four,,,,161,825,18,1400
Kawasaki,ZX 9 R Ninja,,Sport,899,1995,141,In-line four,Liquid,6-speed,Chain,215,800,,
Kawasaki,ZX-10,,Sport touring,997,1988,137,In-line four,Liquid,6-speed,Chain,,,22,
Kawasaki,ZX-10,,Sport touring,997,1989,137,In-line four,Liquid,6-speed,Chain,,,22,
Kawasaki,ZX-10,,Sport touring,997,1990,137,In-line four,Liquid,6-speed,Chain,245,,22,1490
Kawasaki,ZX-10 (reduced Effect),,Sport touring,997,1988,100,In-line four,Liquid,6-speed,Chain,,,22,
Kawasaki,ZX-10 (reduced Effect),,Sport touring,997,1989,100,In-line four,Liquid,6-speed,Chain,,,22,
Kawasaki,ZX-10 (reduced Effect),,Sport touring,997,1990,100,In-line four,Liquid,6-speed,Chain,,,22,
Kawasaki,ZX-10R Winter Test Edition,,Sport,998,2016,200,In-line four,Liquid,6-speed,Chain,,835,17.03,1425
Kawasaki,ZX-12R,,Sport touring,1199,2000,185,In-line four,,6-speed,Chain,215,,,
Kawasaki,ZX-12R Ninja,,Sport touring,1199,2001,185,In-line four,Liquid,6-speed,Chain,215,810,20,1440
Kawasaki,ZX-12R Ninja,,Sport touring,1199,2002,178,In-line four,Liquid,6-speed,Chain,,,,
Kawasaki,ZX-12R Ninja,,Sport touring,1199,2003,175,In-line four,,,,213,820,19,1450
Kawasaki,ZX-6R,,Sport,599,1998,108,In-line four,Liquid,6-speed,Chain,176,820,18,1466
Kawasaki,ZX-6R Ninja,,Sport,599,1996,105,In-line four,Liquid,6-speed,Chain,182,810,,
Kawasaki,ZX-6R Ninja,,Sport,599,1997,105,In-line four,Liquid,6-speed,Chain,182,810,,
Kawasaki,ZX-6R Ninja,,Sport,599,1999,107,In-line four,Liquid,6-speed,Chain,,820,18,1400
Kawasaki,ZX-6R Ninja,,Sport,599,2000,112,In-line four,Liquid,6-speed,Chain,170,790,18,1400
Kawasaki,ZX-6R Ninja,,Sport,599,2001,111,In-line four,Liquid,6-speed,Chain,172,830,18,1400
Kawasaki,ZX-6R Ninja,,Sport,636,2002,,In-line four,Liquid,6-speed,Chain,,820,18,1400
Kawasaki,ZX-7R,,Sport,748,2003,121,In-line four,,,,203,790,18,1435
Kawasaki,ZX-7R Ninja,,Sport,748,1996,,In-line four,Liquid,6-speed,Chain,203,790,,
Kawasaki,ZX-7R Ninja,,Sport,748,1997,122,In-line four,Liquid,6-speed,Chain,203,790,,
Kawasaki,ZX-7R Ninja,,Sport,748,1998,122,In-line four,Liquid,6-speed,Chain,203,790,,
Kawasaki,ZX-7R Ninja,,Sport,748,1999,122,In-line four,Liquid,6-speed,Chain,,820,18,1420
Kawasaki,ZX-7R Ninja,,Sport,748,2000,126,In-line four,Liquid,6-speed,Chain,203,790,,
Kawasaki,ZX-7R Ninja,,Sport,748,2001,122,In-line four,Liquid,6-speed,Chain,203,805,18,1435
Kawasaki,ZX-7R Ninja,,Sport,748,2002,126,In-line four,Liquid,,,203,,,
Kawasaki,ZX-7RR Ninja,,Sport,748,1996,,In-line four,Liquid,6-speed,Chain,200,790,,
Kawasaki,ZX-7RR Ninja,,Sport,748,1997,122,In-line four,Liquid,6-speed,Chain,200,805,,
Kawasaki,ZX-7RR Ninja,,Sport,748,1998,122,In-line four,Liquid,6-speed,Chain,200,805,,
Kawasaki,ZX-9 R Ninja,,Unspecified category,899,1994,139,In-line four,,6-speed,,215,800,20,
Kawasaki,ZX-9R,,Sport,899,2000,143,In-line four,Liquid,6-speed,Chain,183,810,19,1415
Kawasaki,ZX-9R Ninja,,Sport,899,1996,141,In-line four,Liquid,6-speed,Chain,215,800,,
Kawasaki,ZX-9R Ninja,,Sport,899,1997,141,In-line four,Liquid,6-speed,Chain,218,800,,
Kawasaki,ZX-9R Ninja,,Sport,899,1998,143,In-line four,Liquid,6-speed,Chain,183,810,,
Kawasaki,ZX-9R Ninja,,Sport,899,1999,143,In-line four,Liquid,6-speed,Chain,,815,19,1415
Kawasaki,ZX-9R Ninja,,Sport,899,2001,143,In-line four,Liquid,6-speed,Chain,185,825,19,1415
Kawasaki,ZX-9R Ninja,,Sport,899,2002,144,In-line four,Liquid,6-speed,Chain,186,827,18,1417
Kawasaki,ZX-9R Ninja,,Sport,899,2003,150,In-line four,,,,186,827,18,1417
Kawasaki,ZXR 250,,Sport,250,1989,,In-line four,,6-speed,Chain,,,,
Kawasaki,ZXR 250C,,Sport,249,1991,45,In-line four,Liquid,6-speed,Chain,141,,15,
Kawasaki,ZXR 400,,Sport,398,1991,65,In-line four,Liquid,6-speed,Chain,,,16,
Kawasaki,ZXR 400,,Sport,398,1992,65,In-line four,Liquid,6-speed,Chain,,,16,
Kawasaki,ZXR 400,,Sport,398,1999,65,In-line four,Liquid,6-speed,Chain,,780,16,1385
Kawasaki,ZXR 400,,Sport,398,2000,65,,,6-speed,Chain,159,760,,
Kawasaki,ZXR 400,,Sport,398,2003,65,In-line four,,,,162,790,16,1385
Kawasaki,ZXR 750,,Sport,749,1989,107,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750,,Sport,749,1990,107,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750,,Sport,749,1991,100,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750,,Sport,749,1992,121,In-line four,Liquid,6-speed,Chain,225,,18,1420
Kawasaki,ZXR 750,,Unspecified category,749,1993,122,In-line four,,6-speed,,195,800,18,
Kawasaki,ZXR 750,,Unspecified category,749,1994,121,In-line four,,6-speed,,205,800,18,
Kawasaki,ZXR 750,,Sport,749,1995,121,In-line four,Liquid,6-speed,Chain,205,800,,
Kawasaki,ZXR 750 (reduced Effect),,Sport,749,1989,100,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750 (reduced Effect),,Sport,749,1990,100,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750 (reduced Effect),,Sport,749,1992,100,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750 R,,Sport,749,1991,121,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750 R,,Sport,749,1992,121,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750 R (reduced Effect),,Sport touring,749,1991,100,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR 750 R (reduced Effect),,Sport,749,1992,100,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZXR250C Ninja,,Sport,249,1991,45,In-line four,Liquid,,,,,,
Kawasaki,ZZ-R 1100,,Sport touring,1052,1990,147,In-line four,Liquid,6-speed,Chain,,,20,
Kawasaki,ZZ-R 1100,,Sport touring,1052,1991,147,In-line four,Liquid,6-speed,Chain,,,20,
Kawasaki,ZZ-R 1100,,Sport touring,1052,1992,147,In-line four,Liquid,6-speed,Chain,,,20,
Kawasaki,ZZ-R 1100,,Unspecified category,1052,1994,147,In-line four,,6-speed,,233,780,24,
Kawasaki,ZZ-R 1100 (reduced Effect),,Sport touring,1052,1990,100,In-line four,Liquid,6-speed,Chain,,,20,
Kawasaki,ZZ-R 1100 (reduced Effect),,Sport touring,1052,1991,100,In-line four,Liquid,6-speed,Chain,,,20,
Kawasaki,ZZ-R 1100 (reduced Effect),,Sport touring,1052,1992,100,In-line four,Liquid,6-speed,Chain,,,20,
Kawasaki,ZZ-R 1200,,Sport touring,1164,2003,158,In-line four,,,,236,800,23,1500
Kawasaki,ZZ-R 250,,Sport touring,248,2002,33,Twin,,6-speed,Chain,148,,,
Kawasaki,ZZ-R 500,,Sport touring,484,1991,71.1,In-line four,Liquid,6-speed,Chain,217,,18,
Kawasaki,ZZ-R 600,,Sport touring,599,1990,98,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZZ-R 600,,Sport touring,599,1991,98,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZZ-R 600,,Sport touring,599,1992,98,In-line four,Liquid,6-speed,Chain,,,18,
Kawasaki,ZZ-R 600,,Unspecified category,599,1994,100,In-line four,,6-speed,,195,780,18,
Kawasaki,ZZ-R 600,,Sport touring,599,2002,100,In-line four,Liquid,6-speed,Chain,195,,,
Kawasaki,ZZ-R 600,,Sport touring,599,2003,100,In-line four,,,,195,780,18,1430
Kawasaki,ZZR 1100,,Unspecified category,1052,1993,125,In-line four,,6-speed,,233,780,24,
Kawasaki,ZZR 1100,,Sport touring,1152,1995,150,In-line four,Liquid,6-speed,Chain,233,780,,
Kawasaki,ZZR 1100,,Sport touring,1052,1996,150,In-line four,,6-speed,Chain,233,780,,
Kawasaki,ZZR 1100,,Sport touring,1052,1997,150,In-line four,Liquid,6-speed,Chain,233,780,,
Kawasaki,ZZR 1100,,Sport touring,1052,1998,150,In-line four,Liquid,6-speed,Chain,233,780,,
Kawasaki,ZZR 1100,,Sport touring,1052,1999,148,In-line four,Liquid,6-speed,Chain,,780,24,1500
Kawasaki,ZZR 1100,,Sport touring,1052,2000,150,In-line four,,6-speed,Chain,233,780,,
Kawasaki,ZZR 1100,,Sport touring,1052,2001,146,In-line four,Liquid,6-speed,Chain,235,780,24,1500
Kawasaki,ZZR 1200,,Sport touring,1164,2004,160,In-line four,Liquid,6-speed,Chain,236,780,23,1500
Kawasaki,ZZR 1200,,Sport touring,1160,2005,,In-line four,Liquid,6-speed,Chain,235.9,800,23.08,1506
Kawasaki,ZZR 1400,,Sport,1352,2006,187,In-line four,Liquid,6-speed,Chain,,,,
Kawasaki,ZZR 1400,,Sport,1352,2007,,In-line four,Liquid,6-speed,Chain,215,800,21.95,1461
Kawasaki,ZZR 1400,,Sport touring,1352,2010,,In-line four,Liquid,6-speed,Shaft drive,257,800,22,1460
Kawasaki,ZZR 1400,,Sport,1352,2011,190,In-line four,Liquid,,Chain,261,800,22,1460
Kawasaki,ZZR 1400,,Sport,1441,2013,197,In-line four,Liquid,,Chain,,800,22,1480
Kawasaki,ZZR 1400,,Sport,1441,2015,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400,,Sport,1441,2016,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400,,Sport,1441,2017,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400 Performance,,Sport,1441,2015,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400 Performance Sport,,Sport,1441,2015,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400 Performance Sport,,Sport,1441,2016,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400 Performance Sport,,Sport,1441,2017,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400 Performance Sport Delete,,Sport,1441,2019,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR 1400 Special Edition,,Sport,1441,2013,197,In-line four,Liquid,,Chain,,800,22,1480
Kawasaki,ZZR 400,,Sport touring,399,1997,,In-line four,Liquid,6-speed,,195,780,18,
Kawasaki,ZZR 600,,Unspecified category,599,1993,98,In-line four,,6-speed,,195,770,18,
Kawasaki,ZZR 600,,Sport touring,599,1995,100,In-line four,,6-speed,Chain,195,780,,
Kawasaki,ZZR 600,,Sport touring,599,1996,100,In-line four,Liquid,6-speed,Chain,196,780,,
Kawasaki,ZZR 600,,Sport touring,599,1997,100,In-line four,Liquid,6-speed,Chain,195,780,,
Kawasaki,ZZR 600,,Sport touring,599,1998,100,In-line four,Liquid,6-speed,Chain,195,780,,
Kawasaki,ZZR 600,,Sport touring,599,1999,100,In-line four,Liquid,6-speed,Chain,195,,18,1430
Kawasaki,ZZR 600,,Sport,593,2000,100,In-line four,Air,6-speed,Chain,195,780,18,1430
Kawasaki,ZZR 600,,Sport touring,599,2001,98,In-line four,,6-speed,Chain,195,780,18,1430
Kawasaki,ZZR 600,,Touring,599,2004,98,In-line four,Liquid,6-speed,Chain,195,780,18,1430
Kawasaki,ZZR 600,,Sport touring,599,2005,,In-line four,Liquid,6-speed,Chain,171,820,18.16,1400
Kawasaki,ZZR 600,,Sport,599,2006,,In-line four,Liquid,6-speed,Chain,171,820,18.16,1400
Kawasaki,ZZR 600,,Sport,599,2007,,In-line four,Liquid,6-speed,Chain,171,820,18.16,1400
Kawasaki,ZZR 600,,Sport,599,2009,,In-line four,Liquid,6-speed,Chain,171,820,18.16,1400
Kawasaki,ZZR-400,,Sport touring,399,1995,53,In-line four,Liquid,6-speed,Chain,197,780,18,1430
Kawasaki,ZZR-X,,Prototype / concept model,1164,2004,,In-line four,,,Shaft drive,,,,
Kawasaki,ZZR1400,,Sport,1352,2008,,In-line four,Liquid,6-speed,Chain,224,800,22,1460
Kawasaki,ZZR1400,,Sport,1441,2012,,In-line four,Liquid,6-speed,Chain,,800,22,1460
Kawasaki,ZZR1400,,Sport,1441,2018,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR1400,,Sport,1441,2019,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR1400,,Sport,1441,2020,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR1400 ABS,,Sport touring,1352,2007,187,In-line four,Liquid,6-speed,,218,800,22,1460
Kawasaki,ZZR1400 ABS,,Sport touring,1352,2009,,In-line four,Liquid,6-speed,Shaft drive,257,815,21.95,1519
Kawasaki,ZZR1400 Performance Sport,,Sport,1441,2019,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR1400 Performance Sport,,Sport,1441,2020,200,In-line four,Liquid,6-speed,Chain,,800,22,1480
Kawasaki,ZZR600,,Sport,599,2008,,In-line four,Liquid,6-speed,Chain,171,820,18.16,1400
Kayo,Mini Runner 70,,"Minibike, cross",70,2018,4.7,Single cylinder,,,,,,3.5,
Kayo,TTR 110,,"Minibike, cross",110,2018,7,Single cylinder,,4-speed,Chain,,,5.1,
Keeway,Agora,,Scooter,49,2012,3.6,Single cylinder,Air,Automatic,Belt,85,,5.2,1240
Keeway,Agora 50,,Scooter,49,2011,3.6,Single cylinder,,Automatic,Belt,85,,5.2,1240
Keeway,Ajax 150,,Sport,149,2015,11,Single cylinder,Air,5-speed,Chain,99,770,11.3,1246
Keeway,Ajax 150,,Allround,149,2017,11,Single cylinder,Air,5-speed,Chain,99,770,16,1246
Keeway,ARN 125,,Scooter,124,2006,6.8,Single cylinder,Air,,,105,,5.2,1265
Keeway,ARN 125,,Scooter,124,2008,8.3,Single cylinder,Air,,Belt,105,,5,
Keeway,ARN 125,,Scooter,124,2009,8.3,Single cylinder,Air,,Belt,105,,5,1300
Keeway,ARN 125,,Scooter,124,2010,8.3,Single cylinder,Air,Automatic,Belt,105,,5,1300
Keeway,ARN 125CC,,Scooter,124,2007,8.3,Single cylinder,,Automatic,,150,,5.2,1300
Keeway,ARN 150,,Scooter,150,2009,9.8,Single cylinder,Air,,Belt,105,,5.2,1300
Keeway,ARN 150,,Scooter,150,2010,9.8,Single cylinder,Air,Automatic,Belt,105,,5.2,1300
Keeway,ARN 150CC,,Scooter,150,2007,9.4,Single cylinder,,Automatic,,150,,5.2,1300
Keeway,ARN 50,,Scooter,49,2010,3.9,Single cylinder,,,Belt,104,,6,1300
Keeway,Arsen 125,,Sport,124,2013,10.1,Single cylinder,Air,5-speed,Chain,115,780,12,1285
Keeway,Arsen 125,,Sport,124,2014,10.1,Single cylinder,Air,5-speed,Chain,115,780,11,1285
Keeway,Arsen 150,,Sport,149,2013,11,Single cylinder,Air,5-speed,Chain,118,780,12,1285
Keeway,Arsen 150,,Sport,149,2014,11,Single cylinder,Air,5-speed,Chain,118,780,12,1285
Keeway,ATV 100,,ATV,91,2009,8.3,Single cylinder,Air,Automatic,Belt,125,,4.5,934
Keeway,ATV 100,,ATV,91,2010,8.3,Single cylinder,Air,Automatic,Belt,125,,4.5,943
Keeway,ATV 300,,ATV,278,2010,20.1,Single cylinder,Liquid,Automatic,Belt,260,,,1260
Keeway,ATV 50,,ATV,49,2009,3.4,Single cylinder,Air,Automatic,Belt,115,,4.5,900
Keeway,ATV 50,,ATV,49,2010,3.4,Single cylinder,Air,Automatic,Belt,115,,4.5,900
Keeway,ATV Dragon 250,,ATV,249,2009,11.8,Single cylinder,Liquid,Automatic,Belt,221,,9.3,1300
Keeway,Blackster 250,,Custom / cruiser,248,2015,19.2,V2,Air,5-speed,Chain,170,688,13.5,1540
Keeway,Blackster 250,,Custom / cruiser,248,2017,19,V2,Air,5-speed,Chain,170,688,13.5,1540
Keeway,Blackster 250 EFI,,Custom / cruiser,248,2016,19,V2,Air,5-speed,Chain,170,688,13.5,1540
Keeway,Blackster 250I,,Custom / cruiser,248,2013,17.3,V2,Air,5-speed,Chain,170,688,13.5,1530
Keeway,Blackster 250I,,Custom / cruiser,248,2014,19.2,V2,Air,5-speed,Chain,170,688,13.5,1530
Keeway,Brusco 125,,Allround,124,2018,10.1,Single cylinder,Air,5-speed,Chain,110,800,12.1,
Keeway,Cafe Racer 152,,Allround,150,2018,,Single cylinder,Air,,,,,,
Keeway,City 100,,Allround,100,2014,7.4,Single cylinder,Air,4-speed,Chain,120,800,12.4,1230
Keeway,City 150,,Sport,149,2015,11.3,Single cylinder,Air,4-speed,Chain,99,800,11.3,1246
Keeway,City 150,,Allround,149,2017,11.3,Single cylinder,Air,4-speed,Chain,111,770,16,1246
Keeway,Cityblade 125,,Scooter,125,2015,,Single cylinder,,,Belt,123,760,7,1330
Keeway,Cityblade 125,,Scooter,125,2016,,Single cylinder,,Automatic,Belt,123,760,7,1330
Keeway,Cityblade 125,,Scooter,125,2017,,Single cylinder,,Automatic,Belt,123,760,7,1330
Keeway,Cityblade 125 E4,,Scooter,125,2019,9,Single cylinder,,,,,760,6,1330
Keeway,Cityblade 125 E4,,Scooter,125,2020,9,Single cylinder,,,Belt,,760,6,1330
Keeway,Cityblade 125 E4,,Scooter,125,2021,9,Single cylinder,Air,Automatic,Belt,123,760,6,1330
Keeway,Cityblade 150,,Scooter,149,2016,11.1,Single cylinder,Air,Automatic,Belt,123,760,7,1330
Keeway,Cooper,,Cross / motocross,49,2007,7,Single cylinder,Liquid,,,45,,3.2,980
Keeway,Cooper 50,,Cross / motocross,49,2008,7,Single cylinder,Liquid,Automatic,Belt,45,,3.2,980
Keeway,Cooper Offroad,,Enduro / offroad,49,2006,,Single cylinder,,,,100,,3.2,
Keeway,Cruiser 250,,Custom / cruiser,248,2007,17.7,Twin,Air,5-speed,Chain,150,,14,1530
Keeway,Cruiser 250,,Custom / cruiser,248,2008,17.7,Twin,Air,5-speed,,150,,14,1530
Keeway,Cruiser 250,,Custom / cruiser,249,2009,18.1,Twin,Air,5-speed,Chain,150,,14,1530
Keeway,Cruiser 250,,Custom / cruiser,249,2010,18.1,Twin,Air,5-speed,Chain,150,,14,1530
Keeway,Cruiser 250,,Custom / cruiser,249,2012,18.1,Twin,Air,5-speed,Chain,172,,14,1550
Keeway,Cruiser 250I,,Custom / cruiser,248,2019,17.3,V2,Air,5-speed,Chain,170,688,13.5,1530
Keeway,CS 110,,Scooter,109,2021,6,Single cylinder,Air,4-speed,Chain,98,770,3.7,1225
Keeway,CS 125,,Scooter,124,2015,8.7,Single cylinder,Air,4-speed,Chain,98,770,7,1225
Keeway,CUB 110,,Scooter,109,2016,6.9,Single cylinder,Air,4-speed,Chain,103,780,4.8,1240
Keeway,CUB 125,,Scooter,125,2016,,Single cylinder,Air,4-speed,Chain,115,780,13.8,1240
Keeway,CUB Partner 100,,Scooter,97,2007,6.2,Single cylinder,Air,,,95,,3.5,1237
Keeway,CUB Partner 110,,Scooter,109,2007,6.4,Single cylinder,Air,,,95,,3.5,1237
Keeway,Dorado 250,,Custom / cruiser,248,2014,19.2,V2,Air,5-speed,Chain,170,688,13.5,1530
Keeway,Dorado 250,,Touring,249,2016,17.3,Twin,Air,5-speed,Chain,170,,13.5,1550
Keeway,Dorado 250,,Touring,249,2017,17.3,V2,Air,5-speed,Chain,170,,13.5,1550
Keeway,Dream,,Super motard,148,2017,11.8,Single cylinder,Air,5-speed,Chain,135,825,10.5,1340
Keeway,E-Sunday,,Scooter,0,2014,1.6,Electric,Air,1-speed,,,780,,1300
Keeway,Electric Flash,,Scooter,0,2010,1.1,Electric,,Automatic,,111,,,1250
Keeway,Electric Matrix,,Scooter,0,2010,1.3,Electric,,Automatic,,155,,,1270
Keeway,F-ACT 100,,Scooter,91,2009,3.4,Single cylinder,,Automatic,Belt,89,,5,1283
Keeway,F-ACT 100,,Scooter,91,2010,3.4,Single cylinder,Air,Automatic,Belt,89,,5,1283
Keeway,F-ACT 125,,Scooter,124,2009,8.6,Single cylinder,Air,Automatic,Belt,102,,5,1283
Keeway,F-ACT 125,,Scooter,124,2010,8.6,Single cylinder,Air,Automatic,Belt,102,,5,1283
Keeway,F-ACT 150,,Scooter,150,2009,9.8,Single cylinder,Air,Automatic,Belt,102,,6,1283
Keeway,F-ACT 150,,Scooter,150,2010,9.8,Single cylinder,Air,Automatic,Belt,102,,6,1283
Keeway,F-ACT 50,,Scooter,49,2007,3.4,Single cylinder,,Automatic,,86,,,1270
Keeway,F-ACT 50,,Scooter,49,2008,3.4,Single cylinder,,,,86,,4.8,1270
Keeway,F-ACT 50,,Scooter,49,2009,3.4,Single cylinder,,Automatic,,86,,4.8,1270
Keeway,F-ACT 50,,Scooter,49,2010,3.4,Single cylinder,,Automatic,Belt,86,,4.8,1270
Keeway,F-ACT 90,,Scooter,91,2007,8.3,Single cylinder,,Automatic,,87,,4.8,1270
Keeway,F-ACT EVO,,Scooter,50,2015,,Single cylinder,,Automatic,Belt,93,,,1290
Keeway,F-ACT EVO 50,,Scooter,49,2011,3.5,Single cylinder,,Automatic,Belt,95,,5.6,1290
Keeway,F-ACT EVO 50 2T,,Scooter,50,2016,3.5,Single cylinder,Air,Automatic,Belt,94,,5.6,1290
Keeway,F-ACT NKD 50,,Scooter,49,2009,3,Single cylinder,Air,Automatic,Belt,93,,,1270
Keeway,F-ACT NKD 50,,Scooter,49,2012,3.4,Single cylinder,Air,Automatic,Belt,93,,4.8,1270
Keeway,F-ACT Racing 50,,Scooter,49,2009,3,Single cylinder,Air,Automatic,Belt,93,,4.8,1270
Keeway,F-ACT Racing 50,,Scooter,49,2012,3.4,Single cylinder,Air,Automatic,Belt,93,,4.8,1270
Keeway,Fact EVO 50,,Scooter,49,2021,,Single cylinder,Air,Automatic,Belt,94,770,7,1290
Keeway,Flash,,Scooter,49,2007,3.4,Single cylinder,Air,Automatic,,81,,5,1170
Keeway,Flash 50,,Scooter,49,2008,3.4,Single cylinder,,Automatic,Belt,81,,5,1170
Keeway,Flash 50,,Scooter,49,2009,2.4,Single cylinder,Air,Automatic,Belt,83,,5,1169
Keeway,Flash 50,,Scooter,49,2010,2.4,Single cylinder,Air,Automatic,Belt,83,,5,
Keeway,Focus 50,,Scooter,49,2006,4.6,Single cylinder,Air,,,86,,6,1270
Keeway,FOCUS125,,Scooter,124,2006,7,Single cylinder,Air,,,105,,5.2,1270
Keeway,Gallop,,Cross / motocross,110,2007,,Single cylinder,Air,,,,,,
Keeway,Goccia,,Scooter,49,2012,3.5,Single cylinder,Air,Automatic,Belt,113,,5.5,1305
Keeway,Goccia 50,,Scooter,49,2008,3.5,Single cylinder,Air,Automatic,Belt,85,,5.8,
Keeway,Goccia 50,,Scooter,49,2009,,Single cylinder,Air,Automatic,Belt,113,,5.5,1305
Keeway,Goccia 50,,Scooter,49,2010,,Single cylinder,Air,Automatic,Belt,113,,5.5,1305
Keeway,Goccia 50,,Scooter,49,2013,3.5,Single cylinder,Air,Automatic,Belt,113,,5.5,1305
Keeway,Goccia 50,,Scooter,49,2015,3.5,Single cylinder,Air,Automatic,Belt,98,770,6,1305
Keeway,Goccia 50,,Scooter,49,2017,3.6,Single cylinder,Air,Automatic,Belt,98,770,5.5,1305
Keeway,Goccia E-Milio,,Scooter,0,2012,2.7,Electric,Air,Automatic,,,,,1305
Keeway,Goccia Egora LI,,Scooter,0,2012,2.7,Electric,,Automatic,,90,,,1345
Keeway,Goccia Egora SL,,Scooter,0,2012,2.7,Electric,,Automatic,,,,,1345
Keeway,Hacker 125,,Scooter,124,2008,9.8,Single cylinder,Air,Automatic,Belt,115,,3.5,1500
Keeway,Hacker 125,,Scooter,124,2009,9.8,Single cylinder,Air,Automatic,Belt,115,,7.5,1500
Keeway,Hacker 125,,Scooter,124,2010,9.8,Single cylinder,Air,Automatic,Belt,115,,7.5,1500
